text,category,is_emergency,style,subcategory
"Когда вы уже займетесь нашим лифтом?! Кнопки стерты до дыр, нажимаешь спичкой, кабина воняет, а вызвать его можно только с пятого раза! Я уже трижды писала, а воз и ныне там. Буду жаловаться в ГЖИ!",lift,0,emotional,кнопки стерты и не работают
Лифт не вызвать с первого этажа.,lift,0,short,лифт не приезжает на вызов
"В подъезде №3 сломался замок на единственной входной двери. Внутри подъезда ощущается запах дыма, люди не могут выйти на улицу. Прошу направить аварийную службу для немедленного вскрытия двери.",door,1,formal,заблокирован выход при задымлении
але это аварийка у нас дверь подвала оторвалась и висит на одной петле у первого подъезда щас на детей упадет примите заявку срочно,door,1,voice,сорвана дверь подвала
Здрасти у нас дверь в подезде захлопнулась а я на улице в тапках и без ключа замерзла уже час стою открыть не могу замок сломан приезжайте скорее кв 15 подезд 2,door,1,typo,захлопнулась входная дверь
"Да что у вас за двери такие?! Доводчик оторвался и дверью приложило ребенка! Жалобу в ГЖИ напишу, если сейчас же не приедете! АДС вызывайте немедленно!",door,1,emotional,травмирование доводчиком
Заклинило замок эвакуационного выхода. Мы внутри.,door,1,short,заклинило эвакуационный выход
"Здравствуйте, управляющая компания. Я проживаю в квартире 12, подъезд 3. В ванной комнате из крана с холодной водой идёт очень слабый напор, практически не течёт. Прошу принять меры и прислать мастера для проверки стояка. С уважением, Иванова А.П.",water,0,formal,слабый напор ХВС
здравствуйте кароче у нас вода из крана горячего водоснабжения еле тёплая вообще не греется как будто просто чуть тёплая и напор плохой сделайте что нибудь пожалуйста,water,0,voice,ГВС не греет
"ДД УО у нас в кухне засор канализации, вода уходит очен медленно, но не переливается. Пришлите сантехника желательно завтра. Кв 45 подезд 2",water,0,typo,засор канализации
"Это что за безобразие?! Уже неделю из крана в ванной вместо горячей воды еле тёплая струйка! Я плачу за горячую воду, а вы ничего не делаете! Надоело! Если не исправите, напишу жалобу в ГЖИ и прокуратуру! Немедленно примите меры!!",water,0,emotional,ГВС еле тёплая
"Холодная вода в кране, 5 подъезд, кв 78",water,0,short,холодная вода в кране
"В подъезде №3 возле электрощитка на первом этаже сильное искрение и запах гари. Прошу срочно направить аварийную бригаду, существует угроза возгорания.",light,1,formal,искрит щиток
да здравствуйте у нас в подъезде что то трещит и искрит из проводов в щитке пахнет горелым приезжайте скорее,light,1,voice,искрение проводов
В подезде 5 на 2 этаже щиток гудит и искрит видно пламя срочно придите у нас дети боятся,light,1,typo,возгорание щитка
"Вы что там все с ума посходили?! У нас в подъезде провода горят, искры летят, сейчас всё вспыхнет! Немедленно высылайте электриков, я вызову МЧС и в прокуратуру напишу!",light,1,emotional,горящие провода
"Искрит щиток, дым в подъезде, срочно!",light,1,short,дым из щитка
"Здравствуйте. Обращается житель квартиры 45, подъезд 3. Не работает доводчик на входной двери в подъезд. Дверь сильно хлопает, что мешает жителям первых этажей. Прошу заменить или отремонтировать доводчик в течение недели.",door,0,formal,доводчик двери
да здравствуйте тут домофон не работает в первом подъезде вообще не слышно и не открывает кнопка приходится спускаться на улицу сами понимаете неудобно сделайте что нибудь,door,0,voice,домофон не работает
ДВЕРЬ В ПОДВАЛ ОТКРЫТА ВТОРОЙ ДЕНЬ В НАШЕМ ПОДЪЕЗДЕ ТУДА ХОДЯТ ВСЯКИЕ БОМЖИ И ДЕТИ ЭТО ЖЕ ОПАСНО СДЕЛАЙТЕ ЧТО-НИБУДЬ ИЛИ ВЫ ДОЖДЕТЕСЬ ЧТО Я В ГЖИ ПОЖАЛУЮСЬ НА ВАШУ БЕЗДЕЯТЕЛЬНОСТЬ,door,0,emotional,дверь в подвал
входная дверь в подезде плохо закрываетса ключ с трудом поворачиваетса в замке уже неделю мучаюсь помогите подезд 5 кв 12,door,0,typo,замок входной двери
Дверь в подъезд не закрывается. Светит щель. Холодно.,door,0,short,входная дверь не закрывается
"Прошу провести уборку лестничной клетки в подъезде №3. На площадке второго этажа уже несколько дней валяется мусор, полы не мыты, перила пыльные. Просьба принять меры.",cleaning,0,formal,грязный подъезд
здравствуйте это из квартиры 15 у нас в подъезде на первом этаже мусоропровод забит и вокруг него все в мусоре уберите пожалуйста,cleaning,0,voice,забит мусоропровод
"здраствуйте! Возле подезда №2 валяются пакеты с мусором и ветки, прошу убрать. Уже давно не вывозят. Спасибо.",cleaning,0,typo,мусор во дворе
"Когда вы уже приберётесь в нашем дворе?! Вечно горы мусора, собаки гадят, баки переполнены! Напишу жалобу в ГЖИ, если не отреагируете! Немедленно наведите порядок!",cleaning,0,emotional,переполненные контейнеры
"Не вымыт подъезд, 5 этаж.",cleaning,0,short,не вымыт пол
"Уважаемая управляющая компания! Обращается житель квартиры 15 подъезда 3. В коридоре на потолке видны желтые разводы от протечки кровли. Протечка не активна, но требуется ремонт мягкой кровли над нашей секцией. Прошу включить в план текущего ремонта и провести осмотр.",other,0,formal,протечка кровли
здравствуйте тут кароче на балконе штукатурка от фасада отваливается кусками падают вниз но пока мелкие хотелось бы чтобы заделали пока не отвалилось совсем это квартира 7 подъезд 2,other,0,voice,отслоение штукатурки фасада
"Здравствйте, на фасаде дома со стороны двора оброзовалась трещина, идёт от окна первого этажа до крыши, похоже расходится. Прошу проверить и заделать, а то страшно. Кв 12.",other,0,typo,трещина на фасаде
"Когда вы уже займетесь козырьком над входом в подъезд?! Он весь проржавел, с него сыпется ржавчина, а при ветре так гремит, что спать невозможно. Я уже писала в ГЖИ, если не сделаете, опять буду жаловаться!",other,0,emotional,ржавление козырька
"Мелкие сосульки на крыше, уберите",other,0,short,сосульки
"Здравствуйте, обращаюсь по вопросу освещения в подъезде №3. На втором этаже не работает лампа в светильнике уже несколько дней. Прошу заменить перегоревшую лампу. С уважением, жилец кв. 42.",light,0,formal,отсутствие света в подъезде
да здравствуйте у нас в пятом подъезде свет в холле мигает как стробоскоп уже неделю страшно заходить поменяйте лампочку пожалуйста,light,0,voice,мигание света
здравствуйте. во 2 подьезде на 3 этаже не горит свет. лампочка перегорела. замените плиз. кв 15,light,0,typo,перегорела лампа
"Да сколько можно?! Уже месяц в нашем подъезде на первом этаже темень кромешная! Вы вообще работаете? Свет не можете починить! Жаловаться буду в ГЖИ, так и знайте! Кв. 7",light,0,emotional,долгое отсутствие освещения
Не горит свет в лифт холле 4 подъезд,light,0,short,не работает освещение холла
"Здравствуйте, с фасада дома по адресу ул. Мира, 12 прямо над входом в третий подъезд отваливается штукатурка, куски падают на крыльцо. Прошу срочно огородить опасный участок и убрать нависающие элементы, существует угроза жизни людей.",other,1,formal,отслоение штукатурки
да здравствуйте это житель пятого этажа у нас на балконе плита ходуном ходит щель огромная вниз смотреть страшно приезжайте скорее пока не обрушилось,other,1,voice,деформация балконной плиты
"я с 2 подъезда с крыши над козырьком висят агромные сосульки, упадут на голову, огородите лентой и сбейте срочно, а то я в газету напишу",other,1,typo,сосульки
"Вы вообще с ума сошли?! У нас с фасада кирпичи сыплются прямо на тротуар, рядом дети бегают! Немедленно огораживайте и вызывайте МЧС, а если кого-то зашибет, я на вас в суд подам!",other,1,emotional,падение кирпичей
"Кровля отходит, ветром рвет, скоро улетит. Срочно!",other,1,short,кровля
"Здравствуйте, я нахожусь в лифте в подъезде №3, кабина остановилась между 4 и 5 этажом, двери не открываются. Прошу срочно направить аварийную службу, так как я застрял в лифте. Мой номер телефона: 8-900-000-00-00.",lift,1,formal,застревание между этажами
але здравствуйте я в лифте застрял между этажами кажись третий и четвертый помогите быстрее душно,lift,1,voice,застревание в кабине
"Дравствуйте, я застрял в лефти подезд 5, двери не аткрываются, жду помощи, срочно пришлите мастера",lift,1,typo,не открываются двери
"Ужас! Я застрял в лифте уже 20 минут! Управляющая компания совсем ничего не делает! Вызывайте МЧС, если не можете починить! Это опасно для жизни! Я буду жаловаться в ГЖИ!",lift,1,emotional,длительное застревание
Я застрял в лифте. 2 подъезд. Помогите!,lift,1,short,застрял человек
"Уважаемая управляющая компания, прошу обратить внимание на неисправность кнопки вызова лифта в первом подъезде. Кнопка западает и не реагирует на нажатие. Прошу устранить проблему в кратчайшие сроки.",lift,0,formal,кнопка вызова не работает
да здравствуйте это из второй квартиры у нас лифт не работает уже третий день ходить пешком тяжело сделайте что нибудь,lift,0,voice,лифт не работает
"Здравствуйте, лифт в 3 подъзде шумит когда едет, страшно пользоваться. Исправте пожалйста.",lift,0,typo,шум при движении
"Когда вы уже почините лифт?! Уже неделю он еле ползает и двери закрываются прямо перед носом! Это безобразие, мы платим за обслуживание! Жалобу в ГЖИ напишу если не исправите!",lift,0,emotional,медленная работа и двери
"Лифт не открывает двери на 4 этаже, 2 подъезд.",lift,0,short,двери не открываются
Уважаемая управляющая компания! В подвале дома 5 по ул. Ленина произошёл прорыв трубы холодного водоснабжения. Вода заливает подвал и поднимается в первый подъезд. Прошу срочно направить аварийную бригаду для устранения аварии.,water,1,formal,прорыв трубы ХВС в подвале
але это адс у нас тут канализация засорилась из унитаза все лезет воняет жутко помогите адрес ленина 5 квартира 42,water,1,voice,засор канализации
здраствуйте у нас течет стояк горячей воды в подъезде вода кипиток льется по стенам срочно нужна аварийка ленина 5 подьезд 3,water,1,typo,утечка стояка ГВС
"Вы что, совсем не следите за домом?! У нас из-за засора канализации все стоки попёрли в квартиру! Вонь на весь подъезд! Немедленно вызывайте аварийную службу, а то я в прокуратуру позвоню! Это невозможно терпеть!",water,1,emotional,засор канализации
"У нас прорвало трубу, потоп. Аварийка!",water,1,short,прорыв трубы
"В подъезде №3 заклинило входную дверь, внутри находится пожилой жилец, который не может выйти. Просим немедленно направить аварийную службу для вскрытия двери.",door,1,formal,заклинило входную дверь
да здравствуйте у нас тут дверь в подвал захлопнулась а там ребенок маленький кричит помогите приезжайте скорее,door,1,voice,ребенок заперт в подвале
"срочно 2 подезд домофон не работает дверь открыть не можем а на лестнице гарь и дым, нервируемся, выламываем дверь",door,1,typo,"задымление, не открыть дверь"
"Вы что там все с ума посходили?! Дверь в подъезде заклинило, в тамбуре застряла женщина с коляской, она задыхается! Уголовка вам будет, немедленно высылайте людей!",door,1,emotional,застряла женщина с коляской
"Дверь не открыть, застряли люди",door,1,short,застряли люди
"Здравствуйте, я житель квартиры 25, подъезд 2. В моей квартире произошёл прорыв стояка отопления, горячая вода под давлением бьёт фонтаном, пол затоплен, есть угроза затопления соседей снизу. Прошу немедленно направить аварийную бригаду для перекрытия стояка и устранения аварии.",heating,1,formal,прорыв стояка отопления
да здравствуйте это квартира 12 подъезд один у нас лопнула батарея отопления горячая вода хлещет всё заливает пар стоит уберите пожалуйста приезжайте скорее уберите это,heating,1,voice,лопнул радиатор
"Здравствуйте! У нас в кварире авария! Течёт стаяк отопления, горячая вода льётся по стенам, уже всё парит. Приезжайте срочно, квартира 45, подъезд 3. Заранее спасибо.",heating,1,typo,течь стояка отопления
"Кошмар! У нас в квартире прорвало трубу отопления! Горячий кипяток фонтаном, пар валит, мы все в ужасе! Вы что, совсем не следите за системой?! Немедленно приезжайте, иначе я вызову ГЖИ и буду жаловаться во все инстанции! Квартира 7, подъезд 1!",heating,1,emotional,прорыв трубы отопления
"У меня течь батареи, кипяток, заливает. Кв. 33, п.4.",heating,1,short,течь радиатора
"Я, собственник квартиры №25, обращаю внимание на разрушение межпанельных швов на фасаде дома. Наблюдается трещина шириной около 2 см над балконом. Прошу провести обследование и включить в план текущего ремонта.",other,0,formal,трещина на фасаде
здрасти это снова я с третьего подъезда тут кароче балконная плита сыпется куски маленькие отлетают но не аварийно но надо бы заделать а то страшно,other,0,voice,разрушение балконной плиты
"На крыше дома лежит шифер и он скользит, но пока не падает. Сосед говорит надо убрать, а то упадет на голову. Придите посмотрите и закрепите. кв 7.",other,0,typo,слабый шифер на кровле
"Сколько можно ждать! У нас в подъезде потолок в пятнах, штукатурка сыпется на головы, а вы говорите плановый ремонт? Это издевательство! Жалобу в ГЖИ напишу, если не придете и не заделаете!",other,0,emotional,отслоение штукатурки в подъезде
"Скрипит дверь на чердак, закройте.",other,0,short,не закрывается дверь на чердак
"Здравствуйте. В подъезде № 1 дома № 12 на третьем этаже из электрического щитка идёт густой дым и слышно потрескивание. Прошу срочно направить аварийную бригаду, так как существует угроза пожара.",light,1,formal,задымление электрощита
алё у вас аварийка да в подъезде щиток искрит и дым уже пошел я боюсь приезжайте быстрее,light,1,voice,искрение щитка
здравствуйте у нас в 3 подъезде на 5 этаже из щитка искры летят и пахнет гарью срочно приезжайте пожар будет,light,1,typo,искры и запах гари
"Да что у вас за УО!!! Уже полчаса из электрощитка валит дым, искры во все стороны! Вы хотите нас всех спалить?! Немедленно вызывайте МЧС и приезжайте сами, я уже звоню в ГЖИ!!!",light,1,emotional,возгорание проводки
"У нас искрит щиток, дым, срочно!",light,1,short,искрение и дым
Здравствуйте. В квартире №45 на кухне засорилась раковина. Вода уходит очень медленно. Прошу направить сантехника для прочистки сифона и канализации в рабочее время.,water,0,formal,засор раковины
алло адс тут кароче в подвале второго подъезда трубу холодной воды капает и уже лужа на полу но не фонтанит так что пришлите кого нибудь посмотреть а то затопит всё,water,0,voice,течь трубы в подвале
здраствуйте у нас в квартре очень слабый напор горячей воды в ванне ваще не льется ели капает 5 подезд кв 120 придите почините,water,0,typo,слабый напор ГВС
"Когда вы уже сделаете нормальную разводку труб?! У нас в ванной уже месяц течет труба, я вся измучилась подставлять ведра. Плесень уже пошла! Я буду писать жалобу в ГЖИ, если ваши сантехники не придут на этой неделе!",water,0,emotional,течь трубы в квартире
Капает кран в ванной. Подъезд 3.,water,0,short,течь крана
"Здравствуйте. В подъезде №3 плохо закрывается входная дверь: доводчик не срабатывает, дверь остаётся приоткрытой. Прошу отрегулировать доводчик. Квартира 45.",door,0,formal,доводчик
да здравствуйте кароче домофон не работает кнопка открытия двери я стою у подъезда номер 2 не могу попасть домой сделайте что-нибудь,door,0,voice,домофон
"здраствуйте у нас в подвале дверь не запирается на замок откывается сама, магу поставить подпорку но лучше почините. подезд 5",door,0,typo,замок подвала
"Уважаемая управляющая компания, когда вы уже почините доводчик на двери первого подъезда?! Уже месяц дверь хлопает так, что стены трясутся, а вы только деньги собираете! Жаловаться буду в ГЖИ!",door,0,emotional,доводчик
"Не работает домофон, 4 подъезд.",door,0,short,домофон
"Здравствуйте, я проживаю в квартире 15, подъезд 3. В подъезде уже неделю не проводят влажную уборку, на полу грязь и листья. Прошу направить уборщицу для наведения порядка.",cleaning,0,formal,Грязный подъезд
да здравствуйте это из 12 квартиры у нас в подъезде мусоропровод забит и воняет просто ужасно примите заявку пожалуйста,cleaning,0,voice,Забит мусоропровод
"Здраствуйте, в нашем дворе у мусорных баков вечно грязно, всё раскидано. Уберите пожалуйста, а то невазможно пройти.",cleaning,0,typo,Мусор у баков
"Да сколько можно! Уже третью неделю во дворе грязь, мусор не вывозят, баки переполнены, всё разлетается! Я напишу жалобу в ГЖИ, если вы немедленно не наведёте порядок!",cleaning,0,emotional,Не вывозят мусор
"Подъезд грязный, уберите, 4 подъезд.",cleaning,0,short,Грязный подъезд
"Здравствуйте. Я житель квартиры 25 по улице Ленина, дом 10. Над входом в третий подъезд нависли огромные сосульки, одна уже откололась и упала в полуметре от прохожего. Прошу срочно вызвать АДС для их удаления, так как существует непосредственная угроза жизни людей.",other,1,formal,сосульки
"Вы что там совсем охренели?! С фасада нашего дома только что отвалился здоровенный кусок штукатурки и рухнул прямо рядом с детской площадкой! Чудом никого не убило! Я сейчас позвоню в ГЖИ и напишу заявление в прокуратуру, если вы немедленно не пришлете аварийную бригаду огородить опасный участок!",other,1,emotional,обрушение фасада
да здравствуйте это из 5 подъезда говорю у нас балконная плита треснула и висит на честном слове может рухнуть в любой момент под ней ходят люди сделайте что-нибудь срочно приезжайте,other,1,voice,аварийный балкон
"здраствуйте у нас на краше дома оторвался лист железа и теперь болтается на ветру, в любую секунду может слететь во двор. я уже вызывал аварийку вчера, но никто не приехал. если не примите меры, я буду жаловаться во все инстанции. наш адрес: 2-я Парковая, 7, подъезд 1",other,1,typo,кровля
Кирпич с фасада упал на тротуар. Чуть не убил человека. Срочно огородите!,other,1,short,падение кирпича
"Прошу срочно направить аварийную бригаду для устранения прорыва трубы горячего водоснабжения в подвале дома. Наблюдается интенсивная утечка кипятка, вода поднимается в подъезд, существует угроза затопления электрощитовой. Немедленно примите меры.",water,1,formal,прорыв трубы ГВС в подвале
алло диспетчер у нас потоп в квартире лопнула труба горячего водоснабжения на кухне вода хлещет не могу перекрыть приезжайте скорее,water,1,voice,прорыв трубы ГВС в квартире
"здраствуйте, унас в кв 12 прорвало стояк ГВС, вода кипяток течет по стене, квартру заливает, приезжайте срочно, авария",water,1,typo,прорыв стояка ГВС
"Вы что там все с ума посходили?! У нас в подъезде настоящий потоп! Канализация прорвалась, всё в дерьме, вонь на весь дом! Я уже вызвала МЧС, сейчас в ГЖИ позвоню! Немедленно приезжайте или я вас засужу!",water,1,emotional,засор канализации с розливом стоков
"Прорвало трубу с кипятком, заливает квартиру, спасайте!",water,1,short,прорыв трубы ГВС в квартире
"Здравствуйте. В подъезде №2 на третьем этаже перегорела лампа в светильнике на лестничной клетке. Прошу заменить её в рабочем порядке, так как освещения нет уже несколько дней.",light,0,formal,перегорела лампа в подъезде
да здравствуйте кароче у нас в первом подъезде на площадке между первым и вторым этажом свет мигает как стробоскоп и вообще не горит нормально сделайте что нибудь а то глаза ломает,light,0,voice,мигает свет на лестнице
"добрый день в 5 подезде на 1 етаже не роботает выключатель света в холле, нажмаеш а он щелкает и свет не загорается, почините пажалуйста",light,0,typo,неисправен выключатель в холле
"Когда уже вы замените лампочку в тамбуре у третьей квартиры?! У нас уже месяц темень, страшно вечером заходить, того гляди кто-нибудь ногу сломает! Или мне в ГЖИ на вас жалобу писать, чтобы вы хоть шевелиться начали?",light,0,emotional,долго не меняют лампу в тамбуре
"не работает подсветка в лифте, темно",light,0,short,нет света в кабине лифта
"Прошу незамедлительно направить аварийную бригаду: я застрял в лифте между первым и вторым этажом. Подъезд 3, дом 7 по ул. Садовая. Мне нужна медицинская помощь.",lift,1,formal,застрял между этажами
да здрасте у нас лифт застрял я внутри двери не открываются уже пол часа помогите пожалуйста быстрее,lift,1,voice,застрял человек в лифте
я в лифте 5 подъезд двери не открываються лифт дергается как будто щас упадет помогите,lift,1,typo,неисправность дверей
"ВЫ ЧТО ТАМ ВСЕ С УМА СОШЛИ! Я ЗАСТРЯЛ В ЛИФТЕ! ДВЕРИ ЗАКЛИНИЛО, ЛИФТ ТРЯСЕТ, СВЕТ МИГАЕТ! ЕСЛИ ВЫ СЕЙЧАС НЕ ПРИЕДЕТЕ, Я ВЫЗОВУ МЧС И ПОДАМ В СУД!",lift,1,emotional,заклинило двери
Застрял в лифте. Спасайте.,lift,1,short,застрял
"Здравствуйте, я житель квартиры 12, подъезд 3. В моей квартире лопнул радиатор отопления, горячая вода заливает пол, стоит пар. Прошу срочно направить аварийную бригаду, так как существует угроза затопления соседей и поражения электричеством.",heating,1,formal,прорыв радиатора
да здравствуйте кароче у нас батарея лопнула в зале кипяток течет пар стоит помогите аварийно приезжайте скорее,heating,1,voice,прорыв батареи
"здравствйте у меня на кухне течет стояк отопления горячая вода, все хлещет, немогу остановить. Приезжайте срочно!!",heating,1,typo,течь стояка отопления
"Вы что вообще за управляющая компания?! У нас в квартире прорвало отопление, горячая вода фонтаном, весь пол в кипятке! Срочно присылайте аварийку, иначе я вызову ГЖИ и залью вас заявлениями! Люди чуть не ошпарились!",heating,1,emotional,прорыв отопления
"У меня лопнула батарея, горячая вода, пар!",heating,1,short,лопнула батарея
"Здравствуйте. Прошу обратить внимание на лифт в первом подъезде. При вызове кабина не реагирует на нажатие кнопки, хотя индикатор показывает, что лифт работает. Просьба проверить и устранить неисправность.",lift,0,formal,не вызывается
да здравствуйте кароче лифт у нас во втором подъезде шумит сильно когда едет как будто скрежет какой то страшно но не критично наверное проверьте пожалуйста,lift,0,voice,шум при движении
"Здрасти. В лифте 3 подьезда не работает кнопка 5 этажа, нажимаю а она не нажимается. Кнопка вообще провалилась. Придите почините.",lift,0,typo,не работает кнопка
"Когда уже вы почините этот лифт?! В четвертом подъезде двери не закрываются уже неделю, приходится самой их придерживать. Это вообще законно? Я буду жаловаться в ГЖИ!",lift,0,emotional,двери не закрываются
В лифте 5 подъезд не горит свет,lift,0,short,нет подсветки
"Прошу срочно направить аварийно-диспетчерскую службу по адресу: ул. Ленина, д. 10, подъезд №3. Входная дверь заклинила в закрытом положении, жильцы не могут выйти на улицу. Внутри находится пожилая женщина, которой требуется медицинская помощь. Самостоятельно открыть дверь невозможно, требуется немедленное вмешательство.",door,1,formal,заклинило входную дверь
да здравствуйте кароче дверь в подъезде заклинило намертво мы тут все застряли внутри на первом этаже а у меня ребенок в садик надо вести и соседке плохо пришлите кого нибудь быстрее дверь вообще не открывается хоть ломайте,door,1,voice,люди заблокированы в подъезде
здрасти у нас дверь в подезде заклинило намертво не можм выйти с 5 подезда соседка с сердечным приступом внутри плиз пришлите аварийку двери сломана полностю,door,1,typo,заблокирован выход из подъезда
ВЫ ЧТО ВООБЩЕ ТАМ СОВСЕМ ОХРЕНЕЛИ?! ВХОДНАЯ ДВЕРЬ ЗАКЛИНИЛА И МЫ ЗАБЛОКИРОВАНЫ В ПОДЪЕЗДЕ! ТУТ БАБУШКА УЖЕ ПЛОХО СЕБЯ ЧУВСТВУЕТ! ЕСЛИ ЧТО СЛУЧИТСЯ Я НА ВАС В ГЖИ ЗАЯВЛЮ И В ПРОКУРАТУРУ! ПРИШЛИТЕ НЕМЕДЛЕННО АВАРИЙКУ!!!,door,1,emotional,аварийная блокировка двери
дверь заклинило люди заблокированы 1 подъезд срочно,door,1,short,"заклинило дверь, блокировка людей"
"Здравствуйте. В квартире 45, подъезд 3, батарея в спальне едва тёплая, хотя в остальных комнатах нормально. Прошу провести проверку и при необходимости развоздушить стояк.",heating,0,formal,Слабое нагревание батареи
да здравствуйте у нас в зале батарея один хрен холодная хотя на ощупь чуть теплая и вся батарея сверху холодная снизу горячая и булькает вода пришлите посмотрите,heating,0,voice,Завоздушивание радиатора
здраствуйте. в кухне стояк горячий а батарея холодная. и из крана маевского подтекает немного. можите прислать сантехника?,heating,0,typo,Течь крана Маевского
"Когда вы уже начнёте нормально работать?! В детской батареи ледяные уже третий день! Соседи в курсе, в УК никто не приходит! Жаловаться буду в ГЖИ! Немедленно примите меры!",heating,0,emotional,Холодная батарея в детской
Батарея чуть теплая. Подъезд 2. Квартира 78.,heating,0,short,Слабый нагрев батареи
"Здравствуйте, в подъезде №3 не закрывается доводчик на входной двери. Прошу заменить или отремонтировать.",door,0,formal,доводчик
здравствуйте это квартира 45 у нас домофон не работает в подъезде дверь не открывается кодом наберите,door,0,voice,домофон
"в первом подъезде заел замок на двери в подвал, ключ не поворачивается, откройте пожалуйста",door,0,typo,замок подвала
"Когда уже кто-нибудь починит доводчик на двери?! Он хлопает так, что стены трясутся! Сил нет! Жаловаться буду в ГЖИ!",door,0,emotional,доводчик
Дверь в подъезд не закрывается.,door,0,short,входная дверь
"Уважаемая управляющая компания! Прошу вас организовать плановые работы по удалению сосулек с козырька подъезда №3. Сосульки небольшие, но хотелось бы избежать их падения. Моя квартира №56. С уважением, Петров.",other,0,formal,сосульки
да здравствуйте это квартира 12 у нас на фасаде дома отходит штукатурка в районе третьего этажа над нашим окном не знаю опасно ли но пусть кто нибудь посмотрит,other,0,voice,фасад
"здраствуйте, поталок на лоджии в подтеках, кажеться кровля протекает, но не сильно, посмотрите пожалуйста, квартира 78",other,0,typo,протечка кровли
"Вы вообще работаете?! Балкон разваливается, с него куски сыпятся! Я боюсь туда выходить! Если не пришлете мастера, я напишу в ГЖИ и на вас в суд подам!",other,0,emotional,балкон
"Чердак закрыт, как попасть?",other,0,short,доступ на чердак
"Я, житель квартиры 15, подъезд 2, требую немедленно направить аварийную бригаду для устранения прорыва трубы горячего водоснабжения в подвале. Кипяток заливает подъезд и приближается к электрощитовой, есть угроза затопления и короткого замыкания. Прошу принять экстренные меры.",water,1,formal,прорыв трубы ГВС
да здравствуйте у нас кароче в ванной потоп из стояка вода хлещет не остановить приезжайте скорее а то всё затопит,water,1,voice,потоп из стояка
здраствуйте у нас в кв 45 засор канализации всё течёт из унитаза вода с дерьмом на полу приезжайте срочно аварийка,water,1,typo,засор канализации
"Вы что там совсем охренели?! У нас уже второй час потоп из-за прорванной трубы, вода кипятком хлещет, мы заливаем соседей! Если вы немедленно не пришлёте аварийную бригаду, я напишу жалобу в ГЖИ и прокуратуру!",water,1,emotional,прорыв трубы с кипятком
